sample_id,overall,audio,video,transcript,synchronization,missing_value,corruption,confidence
478_text_478_TRANSCRIPT,1.0,,,1.0,1.0,1.0,1.0,1.0
479_audio_479_AUDIO,1.0,1.0,,,1.0,1.0,1.0,1.0
479_text_479_TRANSCRIPT,1.0,,,1.0,1.0,1.0,1.0,1.0
480_audio_480_AUDIO,0.825,1.0,,,1.0,1.0,1.0,0.3
480_text_480_TRANSCRIPT,0.825,,,1.0,1.0,1.0,1.0,0.3
481_audio_481_AUDIO,0.825,1.0,,,1.0,1.0,1.0,0.3
481_text_481_TRANSCRIPT,0.825,,,1.0,1.0,1.0,1.0,0.3
482_audio_482_AUDIO,1.0,1.0,,,1.0,1.0,1.0,1.0
482_text_482_TRANSCRIPT,1.0,,,1.0,1.0,1.0,1.0,1.0
483_audio_483_AUDIO,1.0,1.0,,,1.0,1.0,1.0,1.0
483_text_483_TRANSCRIPT,1.0,,,1.0,1.0,1.0,1.0,1.0
484_audio_484_AUDIO,1.0,1.0,,,1.0,1.0,1.0,1.0
484_text_484_TRANSCRIPT,1.0,,,1.0,1.0,1.0,1.0,1.0
485_audio_485_AUDIO,1.0,1.0,,,1.0,1.0,1.0,1.0
485_text_485_TRANSCRIPT,1.0,,,1.0,1.0,1.0,1.0,1.0
486_audio_486_AUDIO,1.0,1.0,,,1.0,1.0,1.0,1.0
486_text_486_TRANSCRIPT,1.0,,,1.0,1.0,1.0,1.0,1.0
487_audio_487_AUDIO,1.0,1.0,,,1.0,1.0,1.0,1.0
487_text_487_TRANSCRIPT,1.0,,,1.0,1.0,1.0,1.0,1.0
488_audio_488_AUDIO,1.0,1.0,,,1.0,1.0,1.0,1.0
488_text_488_TRANSCRIPT,1.0,,,1.0,1.0,1.0,1.0,1.0
489_audio_489_AUDIO,1.0,1.0,,,1.0,1.0,1.0,1.0
489_text_489_TRANSCRIPT,1.0,,,1.0,1.0,1.0,1.0,1.0
490_audio_490_AUDIO,1.0,1.0,,,1.0,1.0,1.0,1.0
490_text_490_TRANSCRIPT,1.0,,,1.0,1.0,1.0,1.0,1.0
491_audio_491_AUDIO,1.0,1.0,,,1.0,1.0,1.0,1.0
491_text_491_TRANSCRIPT,1.0,,,1.0,1.0,1.0,1.0,1.0
492_audio_492_AUDIO,1.0,1.0,,,1.0,1.0,1.0,1.0
492_text_492_TRANSCRIPT,1.0,,,1.0,1.0,1.0,1.0,1.0
0_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
0_visual,1.0,,,,1.0,1.0,1.0,1.0
1_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
1_visual,1.0,,,,1.0,1.0,1.0,1.0
10_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
10_visual,1.0,,,,1.0,1.0,1.0,1.0
100_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
100_visual,1.0,,,,1.0,1.0,1.0,1.0
101_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
101_visual,1.0,,,,1.0,1.0,1.0,1.0
102_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
102_visual,1.0,,,,1.0,1.0,1.0,1.0
103_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
103_visual,1.0,,,,1.0,1.0,1.0,1.0
104_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
104_visual,1.0,,,,1.0,1.0,1.0,1.0
105_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
105_visual,1.0,,,,1.0,1.0,1.0,1.0
106_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
106_visual,1.0,,,,1.0,1.0,1.0,1.0
107_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
107_visual,1.0,,,,1.0,1.0,1.0,1.0
108_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
108_visual,1.0,,,,1.0,1.0,1.0,1.0
109_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
109_visual,1.0,,,,1.0,1.0,1.0,1.0
11_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
11_visual,1.0,,,,1.0,1.0,1.0,1.0
110_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
110_visual,1.0,,,,1.0,1.0,1.0,1.0
111_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
111_visual,1.0,,,,1.0,1.0,1.0,1.0
112_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
112_visual,1.0,,,,1.0,1.0,1.0,1.0
113_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
113_visual,1.0,,,,1.0,1.0,1.0,1.0
114_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
114_visual,1.0,,,,1.0,1.0,1.0,1.0
115_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
115_visual,1.0,,,,1.0,1.0,1.0,1.0
116_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
116_visual,1.0,,,,1.0,1.0,1.0,1.0
117_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
117_visual,1.0,,,,1.0,1.0,1.0,1.0
118_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
118_visual,1.0,,,,1.0,1.0,1.0,1.0
119_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
119_visual,1.0,,,,1.0,1.0,1.0,1.0
12_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
12_visual,1.0,,,,1.0,1.0,1.0,1.0
120_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
120_visual,1.0,,,,1.0,1.0,1.0,1.0
121_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
121_visual,1.0,,,,1.0,1.0,1.0,1.0
122_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
122_visual,1.0,,,,1.0,1.0,1.0,1.0
123_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
123_visual,1.0,,,,1.0,1.0,1.0,1.0
124_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
124_visual,1.0,,,,1.0,1.0,1.0,1.0
125_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
125_visual,1.0,,,,1.0,1.0,1.0,1.0
126_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
126_visual,1.0,,,,1.0,1.0,1.0,1.0
127_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
127_visual,1.0,,,,1.0,1.0,1.0,1.0
128_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
128_visual,1.0,,,,1.0,1.0,1.0,1.0
129_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
129_visual,1.0,,,,1.0,1.0,1.0,1.0
13_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
13_visual,1.0,,,,1.0,1.0,1.0,1.0
130_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
130_visual,1.0,,,,1.0,1.0,1.0,1.0
131_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
131_visual,1.0,,,,1.0,1.0,1.0,1.0
132_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
132_visual,1.0,,,,1.0,1.0,1.0,1.0
133_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
133_visual,1.0,,,,1.0,1.0,1.0,1.0
134_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
134_visual,1.0,,,,1.0,1.0,1.0,1.0
135_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
135_visual,1.0,,,,1.0,1.0,1.0,1.0
136_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
136_visual,1.0,,,,1.0,1.0,1.0,1.0
137_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
137_visual,1.0,,,,1.0,1.0,1.0,1.0
138_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
138_visual,1.0,,,,1.0,1.0,1.0,1.0
139_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
139_visual,1.0,,,,1.0,1.0,1.0,1.0
14_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
14_visual,1.0,,,,1.0,1.0,1.0,1.0
140_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
140_visual,1.0,,,,1.0,1.0,1.0,1.0
141_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
141_visual,1.0,,,,1.0,1.0,1.0,1.0
142_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
142_visual,1.0,,,,1.0,1.0,1.0,1.0
143_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
143_visual,1.0,,,,1.0,1.0,1.0,1.0
144_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
144_visual,1.0,,,,1.0,1.0,1.0,1.0
145_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
145_visual,1.0,,,,1.0,1.0,1.0,1.0
146_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
146_visual,1.0,,,,1.0,1.0,1.0,1.0
147_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
147_visual,1.0,,,,1.0,1.0,1.0,1.0
148_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
148_visual,1.0,,,,1.0,1.0,1.0,1.0
149_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
149_visual,1.0,,,,1.0,1.0,1.0,1.0
15_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
15_visual,1.0,,,,1.0,1.0,1.0,1.0
150_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
150_visual,1.0,,,,1.0,1.0,1.0,1.0
151_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
151_visual,1.0,,,,1.0,1.0,1.0,1.0
152_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
152_visual,1.0,,,,1.0,1.0,1.0,1.0
153_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
153_visual,1.0,,,,1.0,1.0,1.0,1.0
154_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
154_visual,1.0,,,,1.0,1.0,1.0,1.0
155_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
155_visual,1.0,,,,1.0,1.0,1.0,1.0
156_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
156_visual,1.0,,,,1.0,1.0,1.0,1.0
157_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
157_visual,1.0,,,,1.0,1.0,1.0,1.0
158_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
158_visual,1.0,,,,1.0,1.0,1.0,1.0
159_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
159_visual,1.0,,,,1.0,1.0,1.0,1.0
16_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
16_visual,1.0,,,,1.0,1.0,1.0,1.0
160_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
160_visual,1.0,,,,1.0,1.0,1.0,1.0
161_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
161_visual,1.0,,,,1.0,1.0,1.0,1.0
162_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
162_visual,1.0,,,,1.0,1.0,1.0,1.0
163_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
163_visual,1.0,,,,1.0,1.0,1.0,1.0
164_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
164_visual,1.0,,,,1.0,1.0,1.0,1.0
165_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
165_visual,1.0,,,,1.0,1.0,1.0,1.0
166_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
166_visual,1.0,,,,1.0,1.0,1.0,1.0
167_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
167_visual,1.0,,,,1.0,1.0,1.0,1.0
168_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
168_visual,1.0,,,,1.0,1.0,1.0,1.0
169_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
169_visual,1.0,,,,1.0,1.0,1.0,1.0
17_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
17_visual,1.0,,,,1.0,1.0,1.0,1.0
170_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
170_visual,1.0,,,,1.0,1.0,1.0,1.0
171_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
171_visual,1.0,,,,1.0,1.0,1.0,1.0
172_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
172_visual,1.0,,,,1.0,1.0,1.0,1.0
173_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
173_visual,1.0,,,,1.0,1.0,1.0,1.0
174_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
174_visual,1.0,,,,1.0,1.0,1.0,1.0
175_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
175_visual,1.0,,,,1.0,1.0,1.0,1.0
176_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
176_visual,1.0,,,,1.0,1.0,1.0,1.0
177_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
177_visual,1.0,,,,1.0,1.0,1.0,1.0
178_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
178_visual,1.0,,,,1.0,1.0,1.0,1.0
179_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
179_visual,1.0,,,,1.0,1.0,1.0,1.0
18_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
18_visual,1.0,,,,1.0,1.0,1.0,1.0
180_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
180_visual,1.0,,,,1.0,1.0,1.0,1.0
181_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
181_visual,1.0,,,,1.0,1.0,1.0,1.0
182_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
182_visual,1.0,,,,1.0,1.0,1.0,1.0
183_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
183_visual,1.0,,,,1.0,1.0,1.0,1.0
184_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
184_visual,1.0,,,,1.0,1.0,1.0,1.0
185_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
185_visual,1.0,,,,1.0,1.0,1.0,1.0
186_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
186_visual,1.0,,,,1.0,1.0,1.0,1.0
187_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
187_visual,1.0,,,,1.0,1.0,1.0,1.0
188_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
188_visual,1.0,,,,1.0,1.0,1.0,1.0
189_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
189_visual,1.0,,,,1.0,1.0,1.0,1.0
19_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
19_visual,1.0,,,,1.0,1.0,1.0,1.0
190_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
190_visual,1.0,,,,1.0,1.0,1.0,1.0
191_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
191_visual,1.0,,,,1.0,1.0,1.0,1.0
192_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
192_visual,1.0,,,,1.0,1.0,1.0,1.0
193_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
193_visual,1.0,,,,1.0,1.0,1.0,1.0
194_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
194_visual,1.0,,,,1.0,1.0,1.0,1.0
195_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
195_visual,1.0,,,,1.0,1.0,1.0,1.0
196_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
196_visual,1.0,,,,1.0,1.0,1.0,1.0
197_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
197_visual,1.0,,,,1.0,1.0,1.0,1.0
198_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
198_visual,1.0,,,,1.0,1.0,1.0,1.0
199_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
199_visual,1.0,,,,1.0,1.0,1.0,1.0
2_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
2_visual,1.0,,,,1.0,1.0,1.0,1.0
20_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
20_visual,1.0,,,,1.0,1.0,1.0,1.0
200_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
200_visual,1.0,,,,1.0,1.0,1.0,1.0
201_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
201_visual,1.0,,,,1.0,1.0,1.0,1.0
202_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
202_visual,1.0,,,,1.0,1.0,1.0,1.0
203_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
203_visual,1.0,,,,1.0,1.0,1.0,1.0
204_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
204_visual,1.0,,,,1.0,1.0,1.0,1.0
205_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
205_visual,1.0,,,,1.0,1.0,1.0,1.0
206_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
206_visual,1.0,,,,1.0,1.0,1.0,1.0
207_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
207_visual,1.0,,,,1.0,1.0,1.0,1.0
208_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
208_visual,1.0,,,,1.0,1.0,1.0,1.0
209_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
209_visual,1.0,,,,1.0,1.0,1.0,1.0
21_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
21_visual,1.0,,,,1.0,1.0,1.0,1.0
210_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
210_visual,1.0,,,,1.0,1.0,1.0,1.0
211_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
211_visual,1.0,,,,1.0,1.0,1.0,1.0
212_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
212_visual,1.0,,,,1.0,1.0,1.0,1.0
213_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
213_visual,1.0,,,,1.0,1.0,1.0,1.0
214_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
214_visual,1.0,,,,1.0,1.0,1.0,1.0
215_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
215_visual,1.0,,,,1.0,1.0,1.0,1.0
216_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
216_visual,1.0,,,,1.0,1.0,1.0,1.0
217_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
217_visual,1.0,,,,1.0,1.0,1.0,1.0
218_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
218_visual,1.0,,,,1.0,1.0,1.0,1.0
219_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
219_visual,1.0,,,,1.0,1.0,1.0,1.0
22_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
22_visual,1.0,,,,1.0,1.0,1.0,1.0
220_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
220_visual,1.0,,,,1.0,1.0,1.0,1.0
221_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
221_visual,1.0,,,,1.0,1.0,1.0,1.0
222_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
222_visual,1.0,,,,1.0,1.0,1.0,1.0
223_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
223_visual,1.0,,,,1.0,1.0,1.0,1.0
224_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
224_visual,1.0,,,,1.0,1.0,1.0,1.0
225_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
225_visual,1.0,,,,1.0,1.0,1.0,1.0
226_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
226_visual,1.0,,,,1.0,1.0,1.0,1.0
227_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
227_visual,1.0,,,,1.0,1.0,1.0,1.0
228_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
228_visual,1.0,,,,1.0,1.0,1.0,1.0
229_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
229_visual,1.0,,,,1.0,1.0,1.0,1.0
23_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
23_visual,1.0,,,,1.0,1.0,1.0,1.0
230_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
230_visual,1.0,,,,1.0,1.0,1.0,1.0
231_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
231_visual,1.0,,,,1.0,1.0,1.0,1.0
232_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
232_visual,1.0,,,,1.0,1.0,1.0,1.0
233_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
233_visual,1.0,,,,1.0,1.0,1.0,1.0
234_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
234_visual,1.0,,,,1.0,1.0,1.0,1.0
235_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
235_visual,1.0,,,,1.0,1.0,1.0,1.0
236_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
236_visual,1.0,,,,1.0,1.0,1.0,1.0
237_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
237_visual,1.0,,,,1.0,1.0,1.0,1.0
238_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
238_visual,1.0,,,,1.0,1.0,1.0,1.0
239_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
239_visual,1.0,,,,1.0,1.0,1.0,1.0
24_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
24_visual,1.0,,,,1.0,1.0,1.0,1.0
240_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
240_visual,1.0,,,,1.0,1.0,1.0,1.0
241_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
241_visual,1.0,,,,1.0,1.0,1.0,1.0
242_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
242_visual,1.0,,,,1.0,1.0,1.0,1.0
243_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
243_visual,1.0,,,,1.0,1.0,1.0,1.0
244_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
244_visual,1.0,,,,1.0,1.0,1.0,1.0
245_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
245_visual,1.0,,,,1.0,1.0,1.0,1.0
246_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
246_visual,1.0,,,,1.0,1.0,1.0,1.0
247_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
247_visual,1.0,,,,1.0,1.0,1.0,1.0
248_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
248_visual,1.0,,,,1.0,1.0,1.0,1.0
249_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
249_visual,1.0,,,,1.0,1.0,1.0,1.0
25_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
25_visual,1.0,,,,1.0,1.0,1.0,1.0
250_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
250_visual,1.0,,,,1.0,1.0,1.0,1.0
251_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
251_visual,1.0,,,,1.0,1.0,1.0,1.0
252_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
252_visual,1.0,,,,1.0,1.0,1.0,1.0
253_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
253_visual,1.0,,,,1.0,1.0,1.0,1.0
254_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
254_visual,1.0,,,,1.0,1.0,1.0,1.0
255_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
255_visual,1.0,,,,1.0,1.0,1.0,1.0
256_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
256_visual,1.0,,,,1.0,1.0,1.0,1.0
257_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
257_visual,1.0,,,,1.0,1.0,1.0,1.0
258_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
258_visual,1.0,,,,1.0,1.0,1.0,1.0
259_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
259_visual,1.0,,,,1.0,1.0,1.0,1.0
26_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
26_visual,1.0,,,,1.0,1.0,1.0,1.0
260_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
260_visual,1.0,,,,1.0,1.0,1.0,1.0
261_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
261_visual,1.0,,,,1.0,1.0,1.0,1.0
262_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
262_visual,1.0,,,,1.0,1.0,1.0,1.0
263_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
263_visual,1.0,,,,1.0,1.0,1.0,1.0
264_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
264_visual,1.0,,,,1.0,1.0,1.0,1.0
265_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
265_visual,1.0,,,,1.0,1.0,1.0,1.0
266_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
266_visual,1.0,,,,1.0,1.0,1.0,1.0
267_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
267_visual,1.0,,,,1.0,1.0,1.0,1.0
268_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
268_visual,1.0,,,,1.0,1.0,1.0,1.0
269_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
269_visual,1.0,,,,1.0,1.0,1.0,1.0
27_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
27_visual,1.0,,,,1.0,1.0,1.0,1.0
270_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
270_visual,1.0,,,,1.0,1.0,1.0,1.0
271_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
271_visual,1.0,,,,1.0,1.0,1.0,1.0
272_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
272_visual,1.0,,,,1.0,1.0,1.0,1.0
273_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
273_visual,1.0,,,,1.0,1.0,1.0,1.0
274_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
274_visual,1.0,,,,1.0,1.0,1.0,1.0
275_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
275_visual,1.0,,,,1.0,1.0,1.0,1.0
276_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
276_visual,1.0,,,,1.0,1.0,1.0,1.0
277_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
277_visual,1.0,,,,1.0,1.0,1.0,1.0
278_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
278_visual,1.0,,,,1.0,1.0,1.0,1.0
279_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
279_visual,1.0,,,,1.0,1.0,1.0,1.0
28_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
28_visual,1.0,,,,1.0,1.0,1.0,1.0
280_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
280_visual,1.0,,,,1.0,1.0,1.0,1.0
281_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
281_visual,1.0,,,,1.0,1.0,1.0,1.0
282_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
282_visual,1.0,,,,1.0,1.0,1.0,1.0
283_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
283_visual,1.0,,,,1.0,1.0,1.0,1.0
284_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
284_visual,1.0,,,,1.0,1.0,1.0,1.0
285_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
285_visual,1.0,,,,1.0,1.0,1.0,1.0
286_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
286_visual,1.0,,,,1.0,1.0,1.0,1.0
287_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
287_visual,1.0,,,,1.0,1.0,1.0,1.0
288_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
288_visual,1.0,,,,1.0,1.0,1.0,1.0
289_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
289_visual,1.0,,,,1.0,1.0,1.0,1.0
29_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
29_visual,1.0,,,,1.0,1.0,1.0,1.0
290_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
290_visual,1.0,,,,1.0,1.0,1.0,1.0
291_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
291_visual,1.0,,,,1.0,1.0,1.0,1.0
292_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
292_visual,1.0,,,,1.0,1.0,1.0,1.0
293_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
